"","Momentum","Quality","Value"
"38",0.405913324112435,0.28166340966609,0.312423266221475
"39",0.438311575995602,0.208465408879343,0.353223015125055
"40",0.442747285308707,0.264439903551513,0.29281281113978
"41",0.374331372812023,0.255242334075415,0.370426293112562
"42",0.427661745754929,0.266358120039311,0.30598013420576
"43",0.376370128754414,0.283161468020243,0.340468403225342
"44",0.442248327235209,0.234414594909268,0.323337077855524
"45",0.440488134727001,0.250944698951723,0.308567166321276
"46",0.442414051637004,0.260875281306433,0.296710667056563
"47",0.384339789517641,0.282331957732774,0.333328252749585
"48",0.421494550330805,0.228080122599723,0.350425327069472
"49",0.385949761017754,0.276236847131447,0.337813391850799
"50",0.369372522492911,0.260482130168813,0.370145347338276
"51",0.393199886037147,0.262625810872902,0.344174303089951
"52",0.390358546592408,0.258433996021417,0.351207457386175
"53",0.440066219084566,0.256303238204399,0.303630542711035
"54",0.424684227488971,0.26099162047086,0.314324152040169
"55",0.405819121236204,0.252709829482542,0.341471049281254
"56",0.439936070646378,0.243443560295515,0.316620369058108
"57",0.383823928519612,0.252067466830668,0.36410860464972
"58",0.42371116952352,0.225912006640386,0.350376823836094
"59",0.429745218792294,0.227630068480032,0.342624712727674
"60",0.389754162408466,0.247504626302217,0.362741211289317
"61",0.424292319399677,0.214944866654038,0.360762813946285
"62",0.406625080116069,0.232539698868518,0.360835221015413
"63",0.406597651167818,0.27193444600526,0.321467902826922
"64",0.379458418524663,0.278096340730115,0.342445240745222
"65",0.403639114335658,0.233845028389006,0.362515857275336
"66",0.420772675504882,0.221013786910762,0.358213537584356
"67",0.383814545098838,0.25810816262465,0.358077292276511
"68",0.417208981646202,0.250292396750418,0.33249862160338
"69",0.368203520164399,0.279130783284233,0.352665696551369
"70",0.369591124224162,0.265137001792163,0.365271873983675
"71",0.410884116941719,0.276682593565078,0.312433289493203
"72",0.438528265638221,0.235402531299232,0.326069203062547
"73",0.419970922865927,0.267468613166075,0.312560463967998
"74",0.429601559435196,0.227655807861622,0.342742632703182
"75",0.380580891774505,0.274552265369734,0.344866842855761
"76",0.435172870863708,0.239973585539048,0.324853543597244
"77",0.445460678679897,0.253344590360672,0.301194730959431
"78",0.445653735985759,0.238030912646274,0.316315351367967
"79",0.424622912138856,0.226887827086881,0.348489260774263
"80",0.384617198955327,0.252178025056435,0.363204775988238
"81",0.431590482295337,0.261160969195336,0.307248548509327
"82",0.407725949285392,0.235790754593213,0.356483296121394
"83",0.366785341506995,0.288510514162971,0.344704144330035
"84",0.367804509087656,0.270603532001252,0.361591958911092
"85",0.428282123705066,0.262867691619361,0.308850184675573
"86",0.39223731136731,0.265449748471201,0.342312940161489
"87",0.429157130550619,0.226305208753921,0.344537660695459
"88",0.398209733392649,0.241264490076287,0.360525776531064
"89",0.406102450565489,0.231698615042841,0.36219893439167
"90",0.415959604105238,0.255525708273978,0.328514687620785
"91",0.37624040063653,0.274962648705015,0.348796950658455
"92",0.441365042827552,0.244488810154151,0.314146147018297
"93",0.395346243300313,0.275717297190402,0.328936459509285
"94",0.43843335836182,0.213990903255307,0.347575738382873
"95",0.400934369409,0.231088840802988,0.367976789788012
"96",0.362341501596122,0.282455516613158,0.355202981790719
"97",0.379968254839332,0.265436143239676,0.354595601920992
"98",0.433012207524957,0.260480024319794,0.306507768155249
"99",0.422623415597881,0.259258417620417,0.318118166781702
"100",0.433512267473651,0.21506587031414,0.351421862212208
"101",0.383771187600223,0.250430432647498,0.365798379752279
"102",0.398249197178604,0.28315599942298,0.318594803398416
"103",0.42887317829712,0.280604637666381,0.290522184036499
"104",0.398510547798536,0.266805677833104,0.33468377436836
"105",0.436629433411769,0.228137762427522,0.33523280416071
"106",0.412431712018306,0.237789670758818,0.349778617222876
"107",0.432163026962276,0.234681357161067,0.333155615876657
"108",0.436047735808661,0.263824831274619,0.300127432916719
"109",0.387645342651256,0.283811526418858,0.328543130929886
"110",0.439127680503052,0.245965146793822,0.314907172703126
"111",0.395741104261901,0.270154549764926,0.334104345973173
"112",0.430351301109067,0.223772497227847,0.345876201663086
"113",0.430309895123096,0.275232156277235,0.294457948599669
"114",0.363529292763518,0.267608104115665,0.368862603120817
"115",0.400253470595196,0.249914261332311,0.349832268072493
"116",0.364803590231817,0.273332683463656,0.361863726304527
"117",0.428332030188666,0.263080109816073,0.308587859995261
"118",0.410400817113047,0.281180843727203,0.30841833915975
"119",0.366805763501162,0.281656584620885,0.351537651877954
"120",0.399778481106567,0.263246714947879,0.336974803945555
"121",0.385130784378512,0.286953569869855,0.327915645751634
"122",0.443486131703302,0.23540288013615,0.321110988160548
"123",0.418783500305931,0.227327348637195,0.353889151056875
"124",0.41017170931852,0.220792170215156,0.369036120466324
"125",0.373291556548414,0.253652184362301,0.373056259089285
"126",0.436055529743614,0.250048496321381,0.313895973935005
"127",0.378686406623743,0.263138046766459,0.358175546609798
"128",0.410437807042239,0.225194467268751,0.36436772568901
"129",0.41826591621288,0.239993171708187,0.341740912078933
"130",0.364186374624535,0.284974232954884,0.350839392420581
"131",0.414127867291747,0.212585185934222,0.373286946774032
"132",0.426555520785197,0.208765496114583,0.36467898310022
"133",0.437540372212818,0.249545314007947,0.312914313779235
"134",0.408109283845059,0.22005625801447,0.371834458140471
"135",0.416293140393839,0.264818194927472,0.31888866467869
"136",0.425253608952714,0.246634670435331,0.328111720611955
"137",0.366316092857823,0.290340703047463,0.343343204094714
"138",0.375207347171918,0.27190697365674,0.352885679171342
"139",0.416265462171652,0.230375874758813,0.353358663069534
"140",0.377662193516534,0.273474874884414,0.348862931599052
"141",0.376855460447758,0.266774176675141,0.356370362877102
"142",0.37112109468803,0.28064606669914,0.34823283861283
"143",0.362979863159711,0.269610177895905,0.367409958944384
"144",0.433996630563396,0.25079452334966,0.315208846086944
"145",0.3753421002349,0.258739522529691,0.365918377235409
"146",0.423053155806035,0.271685091615527,0.305261752578438
"147",0.360964026176788,0.280375652603475,0.358660321219737
"148",0.426753864391282,0.258415714083047,0.31483042152567
"149",0.422492816919277,0.21392948337624,0.363577699704483
"150",0.382967975286814,0.247085675390872,0.369946349322314
"151",0.375232093848173,0.26834379479831,0.356424111353516
"152",0.432515902909111,0.262981662419868,0.304502434671021
"153",0.374319254113753,0.255162298750434,0.370518447135813
"154",0.396001772841721,0.260196430809905,0.343801796348374
"155",0.440694064619208,0.252389705200742,0.306916230180049
"156",0.41348199989789,0.262493538321829,0.324024461780281
"157",0.427958446078143,0.253641791491683,0.318399762430174
"158",0.419364946091052,0.241579853949956,0.339055199958992
"159",0.377825974145273,0.283240335613911,0.338933690240816
"160",0.399834194049003,0.271451159371815,0.328714646579183
"161",0.400414047947219,0.241971200753871,0.357614751298911
"162",0.364687351484182,0.274616107175876,0.360696541339941
"163",0.423205638185631,0.228655915280612,0.348138446533757
"164",0.394483299000688,0.245545464233435,0.359971236765877
"165",0.409346202402563,0.220648445423479,0.370005352173958
"166",0.37038138463317,0.276817802855797,0.352800812511033
"167",0.410631661725489,0.249086090899817,0.340282247374694
"168",0.424395478682576,0.21726604859103,0.358338472726394
"169",0.398726204383387,0.244855609376168,0.356418186240445
"170",0.414401594570749,0.240662666097274,0.344935739331977
"171",0.398663675574267,0.235299733242659,0.366036591183074
"172",0.380047466706271,0.275794150634592,0.344158382659138
"173",0.433318227332776,0.274837381466566,0.291844391200658
"174",0.410532829397973,0.242351996590471,0.347115174011556
"175",0.441926014237116,0.218616184324152,0.339457801438732
"176",0.388565452647968,0.27518866648157,0.336245880870463
"177",0.412102846050398,0.258107136551364,0.329790017398238
"178",0.383180360854782,0.267011738282213,0.349807900863005
"179",0.397205086571135,0.255307539734926,0.347487373693939
"180",0.376624953140305,0.250464756447355,0.37291029041234
"181",0.410499191861936,0.254742695828334,0.33475811230973
"182",0.393480768616017,0.23449209934923,0.372027132034753
"183",0.439765460813041,0.230930250755033,0.329304288431926
"184",0.407571247475411,0.254258400954981,0.338170351569608
"185",0.393963038669636,0.27187581980077,0.334161141529594
"186",0.401673148557608,0.250875507692217,0.347451343750175
"187",0.396219755983556,0.246137621947734,0.357642622068709
"188",0.40195344832122,0.26708687421302,0.33095967746576
"189",0.392800620633187,0.255811975757584,0.351387403609229
"190",0.439560056170902,0.20913829655293,0.351301647276168
"191",0.426744880773393,0.248265836955086,0.324989282271521
"192",0.389198830073177,0.267594831493943,0.34320633843288
"193",0.414675720746944,0.237262005230133,0.348062274022924
"194",0.431897451848134,0.233798336122162,0.334304212029704
"195",0.410253138399758,0.244397301041348,0.345349560558894
"196",0.434465505952805,0.254184022649677,0.311350471397519
"197",0.391806939662511,0.271387453561953,0.336805606775535
"198",0.414272282722854,0.274705750243403,0.311021967033743
"199",0.392182869349642,0.275120718999524,0.332696411650834
"200",0.40487670917999,0.271845171641881,0.323278119178128
"201",0.403221111302728,0.243795415928987,0.352983472768284
"202",0.415679831426881,0.262568008860154,0.321752159712965
"203",0.42875681555985,0.279153815117761,0.292089369322389
"204",0.437974667941862,0.218835705526099,0.343189626532039
"205",0.432662014015443,0.236601908992776,0.330736076991781
"206",0.428040516770393,0.265906777108345,0.306052706121262
"207",0.437150691957771,0.219247200896446,0.343602107145783
"208",0.411416590287515,0.262325909646495,0.32625750006599
"209",0.438162123980774,0.24094980909578,0.320888066923446
"210",0.395151618209001,0.248181287762315,0.356667094028683
"211",0.418309064402853,0.228408945930844,0.353281989666304
"212",0.432287131628016,0.235426120968818,0.332286747403166
"213",0.414019498614849,0.269224112810502,0.316756388574649
"214",0.393371203401843,0.261090668651849,0.345538127946308
"215",0.442406035203702,0.246884706480302,0.310709258315996
"216",0.440047488868082,0.211686729561771,0.348265781570146
"217",0.415304083589737,0.269860197702836,0.314835718707428
"218",0.397282765275888,0.265087823739662,0.33762941098445
"219",0.381214248435989,0.257970860112446,0.360814891451565
"220",0.391755127655182,0.24286173258852,0.365383139756298
"221",0.424543281663668,0.224971644642122,0.35048507369421
"222",0.414978832669283,0.231007841041171,0.354013326289546
"223",0.366938703379778,0.274913762760809,0.358147533859414
"224",0.440566117630996,0.221466524951865,0.337967357417139
"225",0.438862896388615,0.222701710177897,0.338435393433488
"226",0.400571412173607,0.262568629411187,0.336859958415207
"227",0.430989109178809,0.253131585463255,0.315879305357936
"228",0.402747417363758,0.262828278210914,0.334424304425328
"229",0.377122547238278,0.261780390925107,0.361097061836614
"230",0.387979506664625,0.263828301472873,0.348192191862501
"231",0.370107374156836,0.25986055919713,0.370032066646034
"232",0.391976259685584,0.242021356254324,0.366002384060092
"233",0.403662397234318,0.261469114724657,0.334868488041026
"234",0.394402505157473,0.275997990339051,0.329599504503477
"235",0.376533880485835,0.284209800289021,0.339256319225144
"236",0.409588670416589,0.275928747557138,0.314482582026273
"237",0.394249829390535,0.267328261540122,0.338421909069343
"238",0.422209615017817,0.225647345540576,0.352143039441607
"239",0.428122625297255,0.270085865240627,0.301791509462118
"240",0.42251168252404,0.263200787237755,0.314287530238205
"241",0.393088390835974,0.248263507009825,0.358648102154201
"242",0.423025108101031,0.27204370007661,0.304931191822359
"243",0.43939653791885,0.229322419860031,0.331281042221118
"244",0.420244309742178,0.242982991739022,0.336772698518801
"245",0.416565787033341,0.22506678553424,0.358367427432419
"246",0.403870416881761,0.235664451331285,0.360465131786953
"247",0.437851366742327,0.234591527736423,0.32755710552125
"248",0.401945736164225,0.230646558245196,0.367407705590579
"249",0.439843068154868,0.263488108100596,0.296668823744535
"250",0.400712137107919,0.246077462888752,0.353210400003328
"251",0.370645393937991,0.264063249000473,0.365291357061536
"252",0.425177834439844,0.226040796718689,0.348781368841467
"253",0.380242959736495,0.255146373600913,0.364610666662593
"254",0.440800933094451,0.229867060469947,0.329332006435602
"255",0.382566015354321,0.248406769908991,0.369027214736688
"256",0.421370363064243,0.209103775405253,0.369525861530504
"257",0.436560874592607,0.227336271313763,0.33610285409363
"258",0.436977070958942,0.235252906056012,0.327770022985045
"259",0.434861867763717,0.251847285813373,0.313290846422909
"260",0.362289260945698,0.277659019157102,0.3600517198972
"261",0.422353692992876,0.238016613447836,0.339629693559289
"262",0.423505203576745,0.246855543343404,0.329639253079851
"263",0.432143655182938,0.256860411141786,0.310995933675276
"264",0.385999752896739,0.266271971912015,0.347728275191246
"265",0.386543544964003,0.244846070709509,0.368610384326488
"266",0.381920362462873,0.259489360445228,0.3585902770919
"267",0.420304320115481,0.26917293205502,0.310522747829499
"268",0.408210132029756,0.277037759676006,0.314752108294238
"269",0.383876160015116,0.260384163186953,0.355739676797931
"270",0.427142375814889,0.263054960819704,0.309802663365407
"271",0.381371103383322,0.26410424856776,0.354524648048919
"272",0.422151114780679,0.24115670477513,0.336692180444191
"273",0.391350252719323,0.266902987193509,0.341746760087168
"274",0.425985570525935,0.227219803720697,0.346794625753368
"275",0.429728642161169,0.227272873552403,0.342998484286428
"276",0.41242752751262,0.24164489331087,0.34592757917651
"277",0.428505328693891,0.268969460276467,0.302525211029641
"278",0.434829447020327,0.248610802570853,0.31655975040882
"279",0.445123724546271,0.224487206089496,0.330389069364232
"280",0.426132611521823,0.211762264434206,0.362105124043971
"281",0.442147422166331,0.246783906441995,0.311068671391674
"282",0.362333139540199,0.266214034680687,0.371452825779114
"283",0.400224751908,0.259241141708335,0.340534106383665
"284",0.382863512744027,0.256294326370961,0.360842160885012
"285",0.411874241302087,0.246381513450916,0.341744245246996
"286",0.426453859233708,0.240802923183904,0.332743217582388
"287",0.375375580200959,0.265770247800936,0.358854171998105
"288",0.359227634834012,0.273972962123613,0.366799403042375
"289",0.43381979515993,0.266569739919558,0.299610464920513
"290",0.417095919393247,0.262787680672694,0.320116399934059
"291",0.401648977850102,0.239141093565844,0.359209928584054
"292",0.419409067232462,0.228838360949848,0.35175257181769
"293",0.417317004088787,0.213262072102772,0.369420923808441
"294",0.426521700821489,0.248570815413983,0.324907483764528
"295",0.382774170499428,0.276318544301478,0.340907285199094
"296",0.360903629275744,0.283944310327537,0.355152060396718
"297",0.392804854128427,0.247267360234022,0.359927785637551
"298",0.414272234624555,0.245992149751254,0.339735615624191
"299",0.371633506021331,0.25792718919484,0.370439304783829
"300",0.44355117291663,0.254501932460189,0.301946894623181
"301",0.425754144109763,0.209588074432614,0.364657781457623
"302",0.418603554622568,0.251303522947582,0.33009292242985
"303",0.39799445114139,0.282660882342421,0.319344666516189
"304",0.415329294488283,0.239383954304386,0.345286751207331
"305",0.433993623124915,0.211183376234881,0.354823000640203
"306",0.435255317147197,0.263460086124915,0.301284596727888
"307",0.428182667054698,0.265166365856997,0.306650967088306
"308",0.42736734436263,0.222261529062187,0.350371126575183
"309",0.380357777210298,0.253130867921837,0.366511354867866
"310",0.41720343767697,0.220551426109675,0.362245136213355
"311",0.416281119784668,0.266328437741315,0.317390442474017
"312",0.372956591233464,0.282577638334742,0.344465770431794
"313",0.435284223583663,0.214007544539011,0.350708231877326
"314",0.421361287591376,0.263643801057985,0.314994911350639
"315",0.364263565152496,0.284843694719231,0.350892740128273
"316",0.394035095416614,0.281477137682037,0.324487766901348
"317",0.414137519036026,0.252062645348621,0.333799835615353
"318",0.437839625901281,0.254581376225827,0.307578997872892
"319",0.439107641866661,0.226527652202786,0.334364705930553
"320",0.433472330265957,0.239872756246286,0.326654913487757
"321",0.435046289053738,0.222082148725513,0.342871562220749
"322",0.396727672332032,0.246578896798726,0.356693430869243
"323",0.410500874206604,0.225480103728393,0.364019022065002
"324",0.398625129268389,0.260731070760354,0.340643799971256
"325",0.425679122873775,0.227960123297754,0.346360753828471
"326",0.38271573925551,0.248194738079231,0.369089522665259
"327",0.420669596858414,0.247316338121785,0.332014065019801
"328",0.403442063359986,0.243432733116897,0.353125203523117
"329",0.44373450161861,0.22069588971349,0.335569608667901
"330",0.382684411403912,0.267975521270451,0.349340067325636
"331",0.410339618245025,0.231626599016627,0.358033782738348
"332",0.37640753724092,0.286523545752425,0.337068917006655
"333",0.417083205006692,0.24941874678792,0.333498048205388
"334",0.439373483483798,0.242628386923371,0.317998129592831
"335",0.38811177099134,0.245869789691437,0.366018439317223
"336",0.407538640498794,0.246164041518794,0.346297317982412
"337",0.405902620264812,0.27366986661156,0.320427513123627
"338",0.433800333593504,0.229158189161356,0.33704147724514
"339",0.363590379330118,0.278754673179404,0.357654947490478
"340",0.435542250193499,0.270326730014814,0.294131019791687
"341",0.445106226530181,0.221361122408738,0.333532651061081
"342",0.4234721606501,0.238129655574623,0.338398183775277
"343",0.426184503078808,0.271523308785512,0.30229218813568
"344",0.397563254420326,0.254717654663057,0.347719090916617
"345",0.427529311547864,0.249953875711072,0.322516812741065
"346",0.395673447709192,0.232970397842136,0.371356154448672
"347",0.443279433762279,0.244748108284893,0.311972457952828
"348",0.436447984724311,0.260630235048855,0.302921780226833
"349",0.396536863319453,0.239949135596459,0.363514001084089
"350",0.408984438394448,0.25752535527189,0.333490206333662
"351",0.399262727443692,0.244208925048929,0.356528347507379
"352",0.389628848390221,0.256159130874733,0.354212020735046
"353",0.432631939892664,0.235171629444184,0.332196430663152
"354",0.404235447275146,0.249898636510088,0.345865916214766
"355",0.363109126274787,0.266157768546738,0.370733105178476
"356",0.407966171780197,0.273216618626711,0.318817209593092
"357",0.364667121267469,0.263939599146462,0.371393279586068
"358",0.406148717799104,0.234931447516336,0.358919834684561
"359",0.373700053040394,0.285785888673756,0.340514058285851
"360",0.358680846038533,0.274563104067471,0.366756049893996
"361",0.362692429263809,0.279331012330878,0.357976558405313
"362",0.375735512652718,0.251805070332701,0.372459417014582
"363",0.43294974181628,0.248956906899636,0.318093351284084
"364",0.391964756763086,0.23868888810713,0.369346355129784
"365",0.439998064603941,0.242954237908907,0.317047697487153
"366",0.362327556377568,0.26675531436561,0.370917129256822
"367",0.420543518481796,0.238570376686177,0.340886104832027
"368",0.400804109275792,0.255810124449542,0.343385766274667
"369",0.39966952147261,0.279565524913506,0.320764953613885
"370",0.435101297223629,0.234008166319874,0.330890536456497
"371",0.436400922470153,0.258380010526029,0.305219067003819
"372",0.442874075139473,0.263873531853776,0.293252393006751
"373",0.426306060168295,0.253416816809012,0.320277123022693
"374",0.414226420204849,0.263183543691352,0.322590036103799
"375",0.406380985263412,0.257002813552427,0.336616201184161
"376",0.440230540442107,0.256842955911549,0.302926503646343
"377",0.366034640275943,0.287700599466005,0.346264760258051
"378",0.384865869635641,0.27028611974705,0.344848010617309
"379",0.402103655008317,0.24989268728058,0.348003657711103
"380",0.435664663799337,0.245071579765102,0.319263756435561
"381",0.433775652300448,0.20950943814296,0.356714909556592
"382",0.369172002182013,0.267208506932584,0.363619490885403
"383",0.362761185148898,0.277655761053674,0.359583053797429
"384",0.445706110272439,0.234965457356325,0.319328432371236
"385",0.378170165644492,0.271026149500164,0.350803684855344
"386",0.412767652287798,0.233470692335095,0.353761655377107
"387",0.3927577079517,0.253564912949136,0.353677379099165
"388",0.421129559671745,0.266009773753284,0.312860666574971
"389",0.430953948600638,0.234716212714583,0.334329838684779
"390",0.387122740976383,0.26098058716942,0.351896671854197
"391",0.430250302450355,0.248550559476888,0.321199138072757
"392",0.410354119294066,0.218216585355128,0.371429295350807
"393",0.430643754547558,0.225801518743976,0.343554726708466
"394",0.41529081803504,0.252757843164882,0.331951338800078
"395",0.429333662075415,0.270444139644666,0.300222198279919
"396",0.377339420631304,0.249901003416328,0.372759575952368
"397",0.412679575292718,0.254694886518084,0.332625538189198
"398",0.399795545415805,0.234492182142253,0.365712272441942
"399",0.367292319033789,0.269773924924036,0.362933756042175
"400",0.426042671617903,0.227354039174373,0.346603289207724
"401",0.375590293587447,0.271948094596126,0.352461611816426
"402",0.401635929420386,0.273144154198369,0.325219916381245
"403",0.378124369142064,0.26983716880136,0.352038462056576
"404",0.419482837797152,0.256579612298935,0.323937549903913
"405",0.386395173029517,0.246561084881952,0.36704374208853
"406",0.393648662991482,0.267628762935929,0.338722574072589
"407",0.376530163966866,0.285366744544578,0.338103091488556
"408",0.386503246647833,0.243014005390125,0.370482747962042
"409",0.381498271011516,0.248052550522039,0.370449178466445
"410",0.427928701844744,0.216581771348015,0.355489526807241
"411",0.401870251663091,0.280024753460479,0.31810499487643
"412",0.433342847202913,0.226140670451597,0.34051648234549
"413",0.422114410951579,0.212801647263067,0.365083941785354
"414",0.438337515756127,0.215442872016498,0.346219612227375
"415",0.406966399852518,0.259047412267757,0.333986187879725
"416",0.398111797505233,0.258899398241195,0.342988804253572
"417",0.422904432123542,0.211822554384572,0.365273013491885
"418",0.362162266011005,0.289978741278469,0.347858992710525
"419",0.40185088431889,0.267383771132621,0.330765344548489
"420",0.390612771045379,0.254930495812203,0.354456733142419
"421",0.438059834992744,0.267876481792805,0.294063683214451
"422",0.415754186581053,0.238649088732028,0.345596724686919
"423",0.385140533804146,0.26106613965752,0.353793326538334
"424",0.410580408634318,0.232681515672202,0.356738075693481
"425",0.420624458849876,0.237941750491715,0.341433790658409
"426",0.400040875114486,0.236550203656613,0.363408921228902
"427",0.428374493258153,0.263910442808898,0.307715063932949
"428",0.380300552169059,0.28306578202255,0.336633665808391
"429",0.440132665781904,0.24721085733512,0.312656476882976
"430",0.386779059008723,0.275485102263582,0.337735838727694
"431",0.374373855045839,0.263464365813585,0.362161779140576
"432",0.417214433780083,0.245839272619523,0.336946293600394
"433",0.391759961941532,0.239802689008663,0.368437349049805
"434",0.40489937792354,0.243558310667851,0.351542311408609
"435",0.403248767412752,0.244220175322245,0.352531057265003
"436",0.396382775957573,0.251964308178937,0.35165291586349
"437",0.390898886434109,0.236962252738357,0.372138860827535
"438",0.399930507096293,0.254733318255198,0.345336174648509
"439",0.377645486360394,0.256390673461788,0.365963840177818
"440",0.431530744934377,0.209081003418579,0.359388251647044
"441",0.408799080449959,0.280437886740074,0.310763032809967
"442",0.394067130774172,0.25112822292395,0.354804646301878
"443",0.375975973356403,0.282256146299178,0.341767880344419
"444",0.43463872856503,0.247048671797254,0.318312599637717
"445",0.370164367868095,0.257796178097539,0.372039454034366
"446",0.427529264572641,0.216146931197773,0.356323804229586
"447",0.441150131495606,0.267033055407222,0.291816813097173
"448",0.382718280359138,0.265887378169712,0.35139434147115
"449",0.396435190634041,0.251308136050653,0.352256673315306
"450",0.424505860681991,0.228665726177,0.346828413141009
"451",0.39656584210867,0.269319041278693,0.334115116612637
"452",0.434923307919892,0.224715344128705,0.340361347951403
"453",0.419487594961556,0.231816756506194,0.34869564853225
"454",0.413998371891714,0.244937884839719,0.341063743268567
"455",0.425598957855603,0.271239272771787,0.30316176937261
"456",0.381071572874156,0.262124631329501,0.356803795796342
"457",0.42186604004148,0.24858532655853,0.32954863339999
"458",0.384391151966271,0.260180835959414,0.355428012074315
"459",0.406993011916243,0.245479496773422,0.347527491310335
"460",0.43992126658199,0.2402718380601,0.319806895357909
"461",0.405133548442169,0.266908302260423,0.327958149297408
"462",0.377290680001725,0.264841455655516,0.357867864342759
"463",0.378716641703807,0.24932496147305,0.371958396823143
"464",0.397497399643543,0.268433252541629,0.334069347814828
"465",0.440346224752994,0.225528728341086,0.334125046905921
"466",0.393221417302254,0.248234828788461,0.358543753909285
"467",0.444982408843488,0.231649901468963,0.323367689687548
"468",0.429820937137471,0.249001204874137,0.321177857988392
"469",0.418039140941526,0.230750618369741,0.351210240688733
"470",0.434382912785992,0.236044194516437,0.329572892697572
"471",0.380904630681397,0.270446748257865,0.348648621060738
"472",0.399256503605596,0.27520617666917,0.325537319725234
"473",0.404567890374873,0.28312917144279,0.312302938182338
"474",0.420992126492912,0.216983324464158,0.362024549042931
"475",0.384796504386911,0.281028797039709,0.33417469857338
"476",0.428505160435032,0.229864254499398,0.34163058506557
"477",0.377092569882426,0.268385020050297,0.354522410067278
"478",0.389300326055701,0.278982798781922,0.331716875162377
"479",0.400650559145917,0.27768149290863,0.321667947945453
"480",0.360547953826775,0.282871399161359,0.356580647011866
"481",0.410671477906187,0.226345667123216,0.362982854970597
"482",0.406947279683975,0.222874070691884,0.37017864962414
"483",0.391778392029798,0.25387063928823,0.354350968681972
"484",0.424136718048548,0.222913597558332,0.35294968439312
"485",0.423956079062414,0.252022416468389,0.324021504469197
"486",0.425632575729291,0.216926551289092,0.357440872981616
"487",0.416495015000606,0.22248899207941,0.361015992919984
"488",0.440556363060845,0.235910779727091,0.323532857212063
"489",0.403016047395052,0.27424449491352,0.322739457691428
"490",0.419396900505598,0.223696053054615,0.356907046439787
"491",0.424989801346999,0.239526394973351,0.33548380367965
"492",0.372045007825488,0.286116414286678,0.341838577887834
"493",0.374394857288739,0.260423355434048,0.365181787277213
"494",0.438880371081986,0.227420923459556,0.333698705458459
"495",0.44555972296271,0.252200244954079,0.302240032083211
"496",0.414611380884203,0.254633460343773,0.330755158772024
"497",0.377374389553017,0.27544306574901,0.347182544697973
"498",0.374015989102417,0.258947099652225,0.367036911245358
"499",0.402327116834622,0.27590708466196,0.321765798503419
"500",0.375292483236488,0.263400716709714,0.361306800053798
"501",0.432849079720859,0.237770699187539,0.329380221091602
"502",0.374571800325729,0.282490120535295,0.342938079138976
"503",0.392591398773612,0.267347218492931,0.340061382733457
"504",0.360175001874193,0.270057605695986,0.369767392429821
"505",0.440425671638466,0.26644529486545,0.293129033496084
"506",0.419276796055801,0.238158880470419,0.34256432347378
"507",0.412526765584014,0.259742226899802,0.327731007516184
"508",0.42362505179724,0.219458223568201,0.356916724634559
"509",0.437546851408914,0.237294132744281,0.325159015846805
"510",0.386348716788721,0.25661132803975,0.357039955171529
"511",0.393990308005152,0.240318413183532,0.365691278811316
"512",0.425705668986038,0.238352311494367,0.335942019519595
"513",0.439121913030129,0.236908198181953,0.323969888787917
"514",0.401909568274816,0.224527159146882,0.373563272578303
"515",0.431162810524242,0.235212704966411,0.333624484509347
"516",0.414207914038127,0.257617216029578,0.328174869932295
"517",0.442977120285472,0.223376934052908,0.33364594566162
